stfips,county_name,state,cat_rucc,air_EQI_22July2013,water_EQI_22July2013,land_EQI_22July2013,sociod_EQI_22July2013,built_EQI_22July2013,EQI_22July2013,RUCC1_air_EQI_22July2013,RUCC1_water_EQI_22July2013,RUCC1_land_EQI_22July2013,RUCC1_sociod_EQI_22July2013,RUCC1_built_EQI_22July2013,RUCC1_EQI_22July2013,RUCC2_air_EQI_22July2013,RUCC2_water_EQI_22July2013,RUCC2_land_EQI_22July2013,RUCC2_sociod_EQI_22July2013,RUCC2_built_EQI_22July2013,RUCC2_EQI_22July2013,RUCC3_air_EQI_22July2013,RUCC3_water_EQI_22July2013,RUCC3_land_EQI_22July2013,RUCC3_sociod_EQI_22July2013,RUCC3_built_EQI_22July2013,RUCC3_EQI_22July2013,RUCC4_air_EQI_22July2013,RUCC4_water_EQI_22July2013,RUCC4_land_EQI_22July2013,RUCC4_sociod_EQI_22July2013,RUCC4_built_EQI_22July2013,RUCC4_EQI_22July2013
28137,Tate County,MS,1,0.6426862,-1.538269,-0.6399102,-0.3433905,-0.8463529,-0.6821795,-0.2560689,-1.562859,-0.6980116,0.6926583,-1.251895,-1.410052,,,,,,,,,,,,,,,,,,
28139,Tippah County,MS,3,0.4837465,-1.543108,-0.9855651,-0.6009209,-0.8001761,-0.9166791,,,,,,,,,,,,,1.037471,-1.693997,-0.9382488,-0.4537705,-1.079515,-1.227993,,,,,,
28141,Tishomingo County,MS,4,0.3502842,-1.542097,-1.302944,-0.6716542,-0.3063844,-0.8988856,,,,,,,,,,,,,,,,,,,1.69548,-1.280365,-1.083715,-0.3539436,0.3059006,-0.5643263
28143,Tunica County,MS,1,0.1169191,-1.541498,0.9548416,-1.868868,0.7961897,-0.4087178,-1.068002,-1.5627,1.052884,2.849708,0.441013,-0.9647055,,,,,,,,,,,,,,,,,,
28145,Union County,MS,3,0.4238753,-1.543052,-0.6529593,-0.2276581,-0.5186672,-0.5994723,,,,,,,,,,,,,0.9610276,-1.692003,-0.6030713,-0.0980915,-0.6219813,-0.7708449,,,,,,
28147,Walthall County,MS,4,0.3833264,-1.551732,-1.63478,-1.459291,-0.7750812,-1.453894,,,,,,,,,,,,,,,,,,,1.84271,-1.274976,-1.366097,-1.325614,-0.0377162,-1.304807
28149,Warren County,MS,2,0.8204546,-1.548185,0.1828261,-0.2764925,0.9843175,0.2988918,,,,,,,0.7313824,-1.604177,0.0944239,-0.2989958,0.1610081,-0.0451678,,,,,,,,,,,,
28151,Washington County,MS,2,0.6365107,-1.546019,0.719858,-1.376876,0.8218786,-0.0959394,,,,,,,0.4029882,-1.597002,0.5898519,-1.787345,-0.2220496,-0.6171933,,,,,,,,,,,,
28153,Wayne County,MS,3,0.1054637,-1.550476,-1.545316,-1.210305,-0.5117545,-1.334463,,,,,,,,,,,,,0.4954799,-1.705426,-1.475555,-1.06491,-0.7486905,-1.703514,,,,,,
28155,Webster County,MS,4,0.1153232,-1.544053,-0.8979971,-0.6466879,-1.051634,-1.130011,,,,,,,,,,,,,,,,,,,1.468542,-1.282044,-0.7239841,-0.4334635,-0.3048274,-0.6335413
28157,Wilkinson County,MS,4,-0.3305289,-1.553104,-1.534424,-2.439985,-0.6317758,-1.998783,,,,,,,,,,,,,,,,,,,0.937601,-1.29186,-1.325075,-2.340027,0.0058847,-1.799664
28159,Winston County,MS,3,0.3219144,-1.546005,-0.7917827,-1.014118,-0.0381331,-0.8007178,,,,,,,,,,,,,0.7709761,-1.699579,-0.7005814,-0.8847468,-0.5377468,-1.012165,,,,,,
28161,Yalobusha County,MS,3,-0.2562211,-1.541501,-1.600841,-0.9380922,-1.311824,-1.661241,,,,,,,,,,,,,-0.0176521,-1.693647,-1.563064,-0.8752126,-1.801517,-2.049222,,,,,,
28163,Yazoo County,MS,3,0.6882689,-1.544679,-0.0946609,-1.650092,0.043217,-0.6925235,,,,,,,,,,,,,1.342301,-1.697813,-0.0774309,-1.58608,-0.5057331,-0.9343734,,,,,,
29001,Adair County,MO,3,0.2846051,0.8614739,-0.3038661,-0.4982958,0.9383267,0.3267787,,,,,,,,,,,,,0.8052967,0.8247571,-0.2333881,-0.10998,0.9982799,0.5064476,,,,,,
29003,Andrew County,MO,1,-0.0446522,0.9087043,0.0465056,1.005109,-1.025177,0.1799137,-1.254896,0.8566265,0.0267751,-0.8318396,-1.412992,-0.6822686,,,,,,,,,,,,,,,,,,
29005,Atchison County,MO,4,-0.5529543,0.8968086,0.8134714,0.1348181,-0.5783752,0.0431758,,,,,,,,,,,,,,,,,,,0.6456075,1.172131,0.8109801,0.4424558,0.1030011,0.9122525
29007,Audrain County,MO,3,0.1333049,0.853095,-0.0094387,-0.0837921,0.4620018,0.33993,,,,,,,,,,,,,0.515636,0.820977,-0.008369,0.2438228,0.3795255,0.5751759,,,,,,
29009,Barry County,MO,3,-0.017752,0.8604159,0.2698802,-0.4851597,-0.1045235,0.0065165,,,,,,,,,,,,,0.2989898,0.8251141,0.3940063,-0.219379,-0.0172127,0.1813874,,,,,,
29011,Barton County,MO,3,-0.2197993,0.8254592,0.349154,-0.1431507,0.5489706,0.3203647,,,,,,,,,,,,,-0.0667544,0.7885252,0.3822664,0.0792212,1.059181,0.6649493,,,,,,
29013,Bates County,MO,1,-0.3142384,0.8624933,0.4489116,-0.2044185,-0.1043916,0.0609551,-1.709654,0.8021216,0.4720092,0.4685749,-0.2746272,-0.7217633,,,,,,,,,,,,,,,,,,
29015,Benton County,MO,4,-0.7342923,0.9000713,-0.1269184,-1.116753,0.5257473,-0.3591727,,,,,,,,,,,,,,,,,,,0.4566504,1.175024,-0.0938591,-0.4116742,1.129321,0.1643489
29017,Bollinger County,MO,4,-0.5753345,0.8742367,-0.1626473,-0.4897576,-1.50101,-0.8157673,,,,,,,,,,,,,,,,,,,0.6700698,1.151256,-0.0838687,-0.1862752,-0.6193159,-0.1470679
29019,Boone County,MO,1,0.6651481,-0.6093255,-0.1487818,0.4684609,1.138082,0.6698329,-0.1162324,-0.6357664,-0.1708979,0.3905758,0.9557278,0.0907335,,,,,,,,,,,,,,,,,,
29021,Buchanan County,MO,1,0.8266189,-1.518426,0.763623,0.2074628,0.9531084,0.642467,0.137503,-1.514107,0.7974212,0.4406048,0.8547711,0.1515191,,,,,,,,,,,,,,,,,,
29023,Butler County,MO,3,0.3655056,0.8353922,0.2676316,-0.757623,1.095719,0.4672246,,,,,,,,,,,,,0.9202496,0.7958637,0.2994503,-0.4229605,1.004542,0.7005646,,,,,,
29025,Caldwell County,MO,1,-0.772215,0.8891826,0.2946319,0.0029026,-0.8879966,-0.3424683,-2.427657,0.8365435,0.2286075,0.2229704,-1.285049,-1.290519,,,,,,,,,,,,,,,,,,
29027,Callaway County,MO,1,-0.0031598,0.837369,-0.2135685,0.5660315,0.0604386,0.3353523,-1.191054,0.7738504,-0.2328816,-0.1859024,-0.3091118,-0.4488694,,,,,,,,,,,,,,,,,,
29029,Camden County,MO,3,-0.2263098,0.891617,-0.2341393,0.2448091,1.170126,0.5426627,,,,,,,,,,,,,0.0276709,0.8569547,-0.1116766,1.119335,1.632288,0.9394066,,,,,,
29031,Cape Girardeau Co,MO,2,0.708293,0.8730458,0.0569397,0.4054713,0.8271647,0.8830488,,,,,,,0.6056443,0.7229715,-0.0294131,0.3897789,0.8874881,0.6686273,,,,,,,,,,,,
29033,Carroll County,MO,3,-0.5551708,0.899002,0.9245737,-0.0148879,-0.9647682,-0.1241821,,,,,,,,,,,,,-0.5457372,0.8679486,1.014805,0.3026058,-1.094308,0.1783599,,,,,,
29035,Carter County,MO,4,-0.9475708,-0.6602003,-0.3713642,-1.624505,-1.234367,-1.629356,,,,,,,,,,,,,,,,,,,0.244679,-0.3476694,-0.3391804,-1.310745,-0.3204056,-0.9727075
29037,Cass County,MO,1,0.6206218,0.8781069,0.969671,1.534823,-0.3284149,1.119868,-0.2360748,0.8220738,0.9995125,-1.208442,-0.6610332,0.4871234,,,,,,,,,,,,,,,,,,
29039,Cedar County,MO,3,-0.4721374,-1.435706,-0.2781043,-0.5677039,-0.5402748,-0.9256086,,,,,,,,,,,,,-0.4001375,-1.577022,-0.1752668,-0.3564759,-0.1472161,-0.9408313,,,,,,
29041,Chariton County,MO,4,-0.9091399,0.8944075,0.2826356,0.1238171,-0.0228404,-0.031477,,,,,,,,,,,,,,,,,,,0.2538501,1.161129,0.3158589,0.5575484,0.7933007,0.861024
29043,Christian County,MO,1,0.2529963,0.8097424,0.0326089,0.8509052,-0.5419227,0.3780657,-0.7837631,0.7426693,-0.0457935,-0.5185899,-0.8957649,-0.3865378,,,,,,,,,,,,,,,,,,
29045,Clark County,MO,4,-0.4861147,0.8689077,0.0388922,-0.3196842,-0.5863272,-0.331531,,,,,,,,,,,,,,,,,,,0.757381,1.137963,0.08159,0.0410621,0.0703325,0.3317285
29047,Clay County,MO,1,1.444953,0.8939387,0.4806801,1.488996,0.4356108,1.534619,1.032474,0.8425236,0.44331,-0.9011331,0.2475977,1.089981,,,,,,,,,,,,,,,,,,
29049,Clinton County,MO,1,0.0755503,0.8871253,0.3202557,0.9078968,-0.6247125,0.4025233,-1.10358,0.8355381,0.2951642,-0.6296955,-0.8643378,-0.38519,,,,,,,,,,,,,,,,,,
29051,Cole County,MO,1,0.6050394,0.9015805,-0.0649736,0.9943388,1.079362,1.135786,-0.2028538,0.8374074,-0.1047813,-0.3459823,0.9459854,0.5398765,,,,,,,,,,,,,,,,,,
29053,Cooper County,MO,3,-0.2332513,0.8865409,0.3492965,0.3389349,0.6331968,0.5425088,,,,,,,,,,,,,-0.0071158,0.8510032,0.4024709,0.5948687,0.4132795,0.96417,,,,,,
29055,Crawford County,MO,3,-0.3323126,0.0755217,-0.4331467,-0.6120086,-0.4795668,-0.6313729,,,,,,,,,,,,,-0.2390003,0.0355982,-0.2606055,-0.4006039,-0.4069908,-0.6101775,,,,,,
29057,Dade County,MO,4,-0.5789794,-1.473776,0.7414027,-0.3037432,-0.9767472,-0.7437099,,,,,,,,,,,,,,,,,,,0.6063505,-1.225889,0.7316234,0.088546,-0.0500666,0.2451636
29059,Dallas County,MO,1,-0.5988548,0.8983658,0.1581688,-0.5564515,-0.1522154,-0.2648579,-2.114603,0.8333793,0.0620074,0.7890919,-0.5036922,-1.116741,,,,,,,,,,,,,,,,,,
29061,Daviess County,MO,4,-0.9505428,0.8971289,-0.2340548,-0.0812523,-0.60194,-0.4786153,,,,,,,,,,,,,,,,,,,0.2156373,1.161463,-0.1482523,0.2257594,0.0089994,0.3438189
29063,DeKalb County,MO,1,-0.7566203,0.9289597,-0.0269233,0.189326,0.3349604,0.097263,-2.380978,0.8831616,-0.0977328,0.1187234,0.2042188,-0.7962018,,,,,,,,,,,,,,,,,,
29065,Dent County,MO,3,0.0941535,0.861903,-0.8031899,-0.8982476,-0.5706986,-0.5809674,,,,,,,,,,,,,0.4741269,0.8321444,-0.6898195,-0.7082129,-0.8938204,-0.687287,,,,,,
29067,Douglas County,MO,3,-0.67816,0.8870113,-0.5630875,-0.6168251,-2.523245,-1.381418,,,,,,,,,,,,,-0.7144873,0.8630021,-0.4056365,-0.5130392,-3.12778,-1.547008,,,,,,
29069,Dunklin County,MO,3,0.2194873,-0.6387402,0.7712678,-1.234159,0.2640112,-0.2051776,,,,,,,,,,,,,0.6847382,-0.7810065,0.8125848,-1.167927,0.0625595,-0.1222052,,,,,,
29071,Franklin County,MO,1,0.5597621,0.0983505,0.041925,0.789784,0.2513314,0.6194178,-0.3521636,0.0595959,0.0502049,-0.3960292,-0.0681639,-0.0325023,,,,,,,,,,,,,,,,,,
29073,Gasconade County,MO,3,-0.0445447,0.876846,-0.3346305,-0.1416547,0.2984551,0.1100829,,,,,,,,,,,,,0.2536878,0.8480694,-0.2984174,0.1120839,0.5134653,0.3008662,,,,,,
29075,Gentry County,MO,4,-1.07123,0.8968627,0.1889497,-0.0226064,0.6695473,0.0821778,,,,,,,,,,,,,,,,,,,0.0800146,1.163602,0.2279579,0.3074036,1.256212,0.9598349
29077,Greene County,MO,1,0.9243876,0.897959,0.1489024,0.2914369,0.8238199,0.9438179,0.2667316,0.832867,0.0647883,0.4712906,0.6493553,0.4389424,,,,,,,,,,,,,,,,,,
29079,Grundy County,MO,3,-0.4271086,0.8206331,0.084559,-0.4040512,0.9173821,0.2075314,,,,,,,,,,,,,-0.2830869,0.7870588,0.1604567,-0.1311592,0.7153201,0.5628874,,,,,,
29081,Harrison County,MO,3,-0.7727267,0.8933496,-0.2619332,-0.1343318,0.5860299,-0.0131445,,,,,,,,,,,,,-0.8095226,0.8615826,-0.1745046,0.1882713,0.5682304,0.3437075,,,,,,
29083,Henry County,MO,3,0.1334265,0.9207878,0.7924871,-0.1421994,0.819135,0.6836317,,,,,,,,,,,,,0.5179548,0.8818573,0.8783417,0.1703943,0.788012,1.073995,,,,,,
29085,Hickory County,MO,4,-0.7889901,0.8316328,0.0723075,-1.296078,-1.203264,-1.033411,,,,,,,,,,,,,,,,,,,0.412152,1.106829,0.126946,-0.6910998,-0.3374532,-0.4283426
29087,Holt County,MO,4,-0.4460294,0.9399811,0.7409307,-0.0510158,0.7893627,0.4948356,,,,,,,,,,,,,,,,,,,0.8345428,1.204923,0.7685663,0.4121298,1.140847,1.227751
29089,Howard County,MO,1,-0.6001238,0.9035305,0.3893656,0.0874839,0.0215536,0.1099957,-2.148121,0.8465944,0.3714597,0.1858568,-0.223414,-0.738477,,,,,,,,,,,,,,,,,,
29091,Howell County,MO,3,-0.1033402,0.848805,-0.2212242,-0.6958882,1.017065,0.1650438,,,,,,,,,,,,,0.2136555,0.8196415,-0.0926506,-0.3948938,0.9219904,0.4031592,,,,,,
29093,Iron County,MO,3,-0.4169161,0.8342417,-0.3016002,-1.047265,-0.3352235,-0.5961211,,,,,,,,,,,,,-0.3625462,0.8043528,-0.1501541,-0.9813089,-0.577358,-0.5397193,,,,,,
29095,Jackson County,MO,1,1.41108,0.8507851,0.8624515,0.5092478,0.8891587,1.410733,1.034807,0.7962361,0.8824676,0.2755411,0.7771813,1.053197,,,,,,,,,,,,,,,,,,
29097,Jasper County,MO,1,0.8507353,0.8566946,0.6206771,-0.1815838,0.6464657,0.7960542,0.1121493,0.7914283,0.6020017,0.7917726,0.4318083,0.3154723,,,,,,,,,,,,,,,,,,
29099,Jefferson County,MO,1,1.17072,0.3189473,0.1708332,0.8746162,-0.3234815,0.7331892,0.5868049,0.2694606,0.0873291,-0.5605652,-0.6352544,0.1775299,,,,,,,,,,,,,,,,,,
29101,Johnson County,MO,2,0.274795,0.9203207,0.5811723,0.2130361,0.0637323,0.5352275,,,,,,,-0.3875318,0.7837772,0.525825,0.1135777,-0.4731254,0.0915702,,,,,,,,,,,,
29103,Knox County,MO,4,-1.078,-1.527846,-0.2132103,-0.536907,-1.293933,-1.398591,,,,,,,,,,,,,,,,,,,0.1002513,-1.282219,-0.1362532,-0.1228661,-0.3648185,-0.3991526
29105,Laclede County,MO,3,0.2168728,0.0772562,-0.1324544,-0.320573,0.6175251,0.155128,,,,,,,,,,,,,0.698515,0.0295114,-0.0615149,0.0597701,0.5025584,0.3098383,,,,,,
29107,Lafayette County,MO,1,-0.2175427,0.9011536,0.7630781,0.5291467,0.1835349,0.5752543,-1.536011,0.8455951,0.817425,-0.2334116,-0.1435364,-0.1733899,,,,,,,,,,,,,,,,,,
29109,Lawrence County,MO,3,0.1100996,0.9160841,0.1020467,-0.0378347,-0.0657314,0.2002958,,,,,,,,,,,,,0.4889177,0.8841124,0.1715529,0.0866869,-0.1001556,0.3954379,,,,,,
29111,Lewis County,MO,4,-0.2968124,0.8709257,-0.1381756,-0.1828936,-0.6633381,-0.2900574,,,,,,,,,,,,,,,,,,,0.9646295,1.143162,-0.0695545,0.1170367,0.0740584,0.3183309
29113,Lincoln County,MO,1,0.2805319,0.0463329,0.3391574,0.509159,-0.8526524,0.0858488,-0.8113353,0.0077138,0.3098054,-0.2038057,-0.9368258,-0.6655894,,,,,,,,,,,,,,,,,,
29115,Linn County,MO,3,-0.4765619,0.8734316,-0.1519778,-0.2009948,0.2759516,-0.0213021,,,,,,,,,,,,,-0.3886869,0.8399459,-0.1058201,0.0749321,-0.00198,0.2538032,,,,,,
29117,Livingston County,MO,3,0.2908261,0.8415855,0.298245,0.1561049,0.9953185,0.7643879,,,,,,,,,,,,,0.7762492,0.8118654,0.3588547,0.6094581,0.9753389,1.116511,,,,,,
29119,McDonald County,MO,1,-0.1433383,-1.453289,-0.3022862,-0.7839483,-0.15442,-0.763395,-1.437964,-1.462852,-0.5157612,1.168359,-0.5477793,-1.566429,,,,,,,,,,,,,,,,,,
29121,Macon County,MO,3,-0.4239536,0.808165,-0.2962573,-0.0513553,-0.1634796,-0.1579494,,,,,,,,,,,,,-0.3225067,0.7688637,-0.2553751,0.2592345,-0.177652,0.0468798,,,,,,
29123,Madison County,MO,3,-0.3493653,0.8672529,-0.1577832,-0.9449831,-0.0803031,-0.3943612,,,,,,,,,,,,,-0.213944,0.838346,-0.0044854,-0.8471898,0.1390118,-0.2808752,,,,,,
29125,Maries County,MO,4,-0.7077447,0.5550712,-0.9475977,-0.1215699,-1.545391,-1.015592,,,,,,,,,,,,,,,,,,,0.5048696,0.8211882,-0.8261322,0.2012414,-0.6086217,-0.3070875
29127,Marion County,MO,2,0.7501578,0.8982416,0.0899774,-0.0275244,0.9991993,0.8082953,,,,,,,0.5568558,0.7510095,0.0767436,-0.0381639,0.666285,0.5794054,,,,,,,,,,,,
29129,Mercer County,MO,4,-1.375123,0.8598271,-0.2127612,-0.2386745,0.0341853,-0.4566415,,,,,,,,,,,,,,,,,,,-0.2399791,1.117063,-0.1402899,0.2429117,0.6729929,0.4538343
29131,Miller County,MO,3,-0.2955969,0.9279261,-0.6008548,-0.2214246,0.1565314,-0.1242714,,,,,,,,,,,,,-0.0646868,0.8976059,-0.5418674,0.0602776,0.50107,0.0435267,,,,,,
29133,Mississippi Count,MO,3,0.3482177,-0.6377539,0.9273053,-1.418557,0.4255808,-0.128476,,,,,,,,,,,,,0.8445396,-0.7737204,0.9608874,-1.406382,-0.0141496,-0.0464476,,,,,,
29135,Moniteau County,MO,1,-0.1511849,0.9099899,0.0607697,0.4190782,-1.265115,-0.16485,-1.401196,0.8475479,0.0582203,-0.1403487,-1.694415,-1.041725,,,,,,,,,,,,,,,,,,
29137,Monroe County,MO,4,-0.6819736,0.8810576,-0.1481381,-0.1676238,0.0509464,-0.1595421,,,,,,,,,,,,,,,,,,,0.5188693,1.163048,-0.0789878,0.2942442,0.7623273,0.5464393
29139,Montgomery County,MO,4,-0.440444,0.8325459,-0.1308073,-0.3329139,-0.2386832,-0.2482694,,,,,,,,,,,,,,,,,,,0.8133742,1.114941,-0.063004,0.0877029,0.4455959,0.365271
29141,Morgan County,MO,4,-0.4114777,0.9450823,0.0694957,-0.7214074,0.2747238,-0.123281,,,,,,,,,,,,,,,,,,,0.8548309,1.225732,0.0866251,0.0550974,0.9527016,0.403143
29143,New Madrid County,MO,3,0.0846876,-0.629323,0.5821492,-1.099285,0.0431118,-0.3318207,,,,,,,,,,,,,0.4340266,-0.7685844,0.5692277,-0.9967412,-0.493792,-0.2649886,,,,,,
29145,Newton County,MO,1,0.3716165,0.8760452,0.5749981,0.2446306,1.244894,1.000855,-0.6027884,0.8049285,0.435941,0.1545901,1.075308,0.4415632,,,,,,,,,,,,,,,,,,
29147,Nodaway County,MO,3,0.2035224,0.9270479,0.2924743,0.1225812,0.4012887,0.5193743,,,,,,,,,,,,,0.6194037,0.8972164,0.3711234,0.5853586,0.0748871,0.8077338,,,,,,
29149,Oregon County,MO,4,-0.9206931,0.8829974,-0.6679371,-1.118175,-0.0659919,-0.7939627,,,,,,,,,,,,,,,,,,,0.2732368,1.157007,-0.5425786,-0.9089606,0.5789227,-0.2556088
29151,Osage County,MO,1,-0.5421376,-0.6217546,-0.6004896,0.4102941,-0.5078985,-0.5006621,-2.048029,-0.6548634,-0.67254,-0.2237234,-0.9507352,-1.46881,,,,,,,,,,,,,,,,,,
29153,Ozark County,MO,4,-0.9220445,0.0756361,-0.4273762,-1.072628,-0.9354134,-1.177794,,,,,,,,,,,,,,,,,,,0.3396392,0.285784,-0.3653192,-0.609826,-0.0686748,-0.501081
29155,Pemiscot County,MO,3,0.3270581,0.5541034,1.016623,-1.732226,0.1849225,-0.0950969,,,,,,,,,,,,,0.8005354,0.5259532,1.04209,-1.64544,-0.0785607,-0.006187,,,,,,
29157,Perry County,MO,3,0.3222817,0.8630229,0.1566142,0.1253705,0.2190688,0.44571,,,,,,,,,,,,,0.8534503,0.8260492,0.2267948,0.4761822,0.0782755,0.6693214,,,,,,
29159,Pettis County,MO,2,0.2442226,0.9100609,0.4177336,-0.0558454,0.4530513,0.5157555,,,,,,,-0.4424362,0.7732329,0.4065398,-0.0615923,-0.150929,0.0906422,,,,,,,,,,,,
29161,Phelps County,MO,2,0.1684856,0.596619,-0.7180974,-0.315617,1.08177,0.243368,,,,,,,-0.5211431,0.4468527,-0.7970238,-0.4374852,0.4976867,-0.2888047,,,,,,,,,,,,
29163,Pike County,MO,3,0.2107146,0.8919052,0.1149561,-0.2172792,1.000611,0.5537042,,,,,,,,,,,,,0.6536373,0.8574767,0.158618,0.1070639,0.5770735,0.8491378,,,,,,
29165,Platte County,MO,1,1.05774,0.8944394,0.7004099,2.01267,0.0127418,1.507607,0.4553956,0.8470662,0.6892316,-1.33358,-0.2392766,0.9506892,,,,,,,,,,,,,,,,,,
29167,Polk County,MO,1,-0.4051329,-1.428424,0.320871,-0.2262568,-0.0836626,-0.4370615,-1.828189,-1.433782,0.2109614,0.6550187,-0.3855806,-1.26595,,,,,,,,,,,,,,,,,,
29169,Pulaski County,MO,2,-0.2346191,0.8328426,-0.836001,0.31392,0.1435835,0.0140401,,,,,,,-1.516659,0.6872214,-0.8898371,0.058019,-1.261673,-0.7470099,,,,,,,,,,,,
29171,Putnam County,MO,4,-0.894237,0.8645222,-0.317342,-0.4853261,-1.342692,-0.9126247,,,,,,,,,,,,,,,,,,,0.3018726,1.134189,-0.2352492,-0.0937759,-0.407555,-0.1652345
29173,Ralls County,MO,4,-0.2602084,-1.527505,0.3087101,0.3495771,0.4744717,0.0152044,,,,,,,,,,,,,,,,,,,1.081507,-1.277872,0.3496932,0.8190592,0.9129475,0.9186674
29175,Randolph County,MO,3,0.0826701,0.8804271,0.1140149,-0.1833723,0.8782866,0.4751033,,,,,,,,,,,,,0.4717343,0.8384763,0.1596392,0.1918347,0.6746673,0.7787257,,,,,,
29177,Ray County,MO,1,0.1358843,0.8859333,0.8140325,0.6561277,-1.061095,0.3056601,-0.9861504,0.8332289,0.8038694,-0.4449859,-1.355914,-0.4536673,,,,,,,,,,,,,,,,,,
29179,Reynolds County,MO,4,-0.8828391,0.8358962,-0.9457064,-1.556256,-0.2030261,-1.084665,,,,,,,,,,,,,,,,,,,0.3615814,1.11135,-0.8598406,-1.07908,0.4928657,-0.6692162
29181,Ripley County,MO,4,-0.6527376,0.869839,-0.2676947,-1.42031,-0.3611782,-0.814621,,,,,,,,,,,,,,,,,,,0.5686441,1.147132,-0.1842604,-1.27007,0.4429687,-0.3569134
29183,St. Charles Count,MO,1,1.289636,-1.545941,0.4446352,1.980339,0.2196594,1.122294,0.8026164,-1.554901,0.4354094,-1.47983,0.0134862,0.5882615,,,,,,,,,,,,,,,,,,
29185,St. Clair County,MO,4,-0.83095,-1.526504,-0.237072,-0.9731514,-0.7908654,-1.30289,,,,,,,,,,,,,,,,,,,0.3407799,-1.277836,-0.1643734,-0.6496941,-0.0872795,-0.4897569
29186,Ste. Genevieve Co,MO,3,-0.0119245,-1.527226,-0.1197125,0.3036253,0.3478695,-0.0811466,,,,,,,,,,,,,0.2840692,-1.666701,-0.0267949,0.6830646,0.1362031,0.0725871,,,,,,
29187,St. Francois Coun,MO,2,0.6426101,-1.530951,0.5536407,-0.545285,0.6808794,0.129998,,,,,,,0.34141,-1.591745,0.5708348,-0.5204092,-0.1485925,-0.3115394,,,,,,,,,,,,
29189,St. Louis County,MO,1,1.743891,-1.537467,0.5220223,1.450618,0.7327356,1.287649,1.456692,-1.550377,0.5022797,-0.7758093,0.5840575,0.9072901,,,,,,,,,,,,,,,,,,
29195,Saline County,MO,3,0.1625544,0.8552037,0.3421331,-0.0283889,0.5289091,0.4940351,,,,,,,,,,,,,0.5935299,0.8234729,0.3826847,0.3742732,0.2962508,0.7897484,,,,,,
29197,Schuyler County,MO,4,-1.099151,-1.525786,-0.2492441,-0.330959,0.0565424,-0.8453397,,,,,,,,,,,,,,,,,,,0.0701565,-1.28766,-0.1403188,-0.0978489,0.703312,0.1431667
29199,Scotland County,MO,4,-0.6355966,0.8491058,0.1061546,-0.4868679,-0.1685434,-0.2806893,,,,,,,,,,,,,,,,,,,0.6162819,1.123777,0.1452057,-0.1661132,0.5451491,0.3927999
29201,Scott County,MO,2,0.5131183,0.8590139,0.2116292,-0.3463838,0.305227,0.3774708,,,,,,,0.0847559,0.7113251,0.0916662,-0.3828436,-0.8918949,-0.1148126,,,,,,,,,,,,
29203,Shannon County,MO,4,-0.9899065,0.8356202,-0.5039885,-1.52111,-0.7356948,-1.179369,,,,,,,,,,,,,,,,,,,0.1971754,1.108414,-0.4489887,-1.338874,0.1175781,-0.6450752
29205,Shelby County,MO,4,-0.8878313,0.8662854,-0.3805701,-0.3248427,0.0996487,-0.341383,,,,,,,,,,,,,,,,,,,0.2921963,1.140709,-0.273721,0.0963108,0.7760696,0.3704002
29207,Stoddard County,MO,3,0.2622896,-0.6142488,0.0879686,-0.7365532,0.0119144,-0.2770867,,,,,,,,,,,,,0.7111722,-0.7525374,0.0743739,-0.6096472,-0.1491091,-0.2656486,,,,,,
29209,Stone County,MO,4,-0.1351701,0.8748742,-0.0807603,0.0000718,-0.2629728,-0.0011644,,,,,,,,,,,,,,,,,,,1.191808,1.189882,-0.0005188,0.9067039,0.5341116,0.5815759
29211,Sullivan County,MO,4,-1.158023,0.8336331,-0.2909336,-0.6847874,-0.8714669,-0.9080378,,,,,,,,,,,,,,,,,,,0.0034866,1.106982,-0.2185422,-0.4419309,-0.0894119,-0.1261003
29213,Taney County,MO,3,-0.1091347,0.878374,-0.0561496,-0.1601,1.949522,0.7591009,,,,,,,,,,,,,0.1922217,0.8245274,0.0492978,0.3822272,2.369681,1.21153,,,,,,
29215,Texas County,MO,4,-1.023195,-0.615016,-0.4001138,-0.9032053,-0.0066358,-0.9322134,,,,,,,,,,,,,,,,,,,0.1650093,-0.306723,-0.3234688,-0.6888453,0.5409395,-0.1677338
29217,Vernon County,MO,3,0.0081578,-1.439126,0.1748531,-0.2119626,0.8095398,-0.0050992,,,,,,,,,,,,,0.3404517,-1.588189,0.1905543,0.0890398,0.8307533,0.1862836,,,,,,
29219,Warren County,MO,1,0.2902458,0.060918,-0.0004029,0.5200087,-0.6552008,0.0733847,-0.7668256,0.0252705,-0.0189897,-0.1873525,-1.022673,-0.6875077,,,,,,,,,,,,,,,,,,
29221,Washington County,MO,1,0.1736704,0.9133452,0.1860418,-1.179738,-1.087447,-0.563875,-0.9403918,0.8443766,0.0032216,1.524032,-1.575593,-1.292166,,,,,,,,,,,,,,,,,,
29223,Wayne County,MO,4,-0.6083968,0.8267855,-0.4878061,-1.76996,-0.7103555,-1.129551,,,,,,,,,,,,,,,,,,,0.6308928,1.111227,-0.4059984,-1.455862,0.0880199,-0.7645443
29225,Webster County,MO,1,-0.2064137,-1.097747,-0.0624816,0.0634532,-1.009178,-0.6382552,-1.508771,-1.101623,-0.1585139,0.248172,-1.418499,-1.522811,,,,,,,,,,,,,,,,,,
