stfips,county_name,state,cat_rucc,air_EQI_22July2013,water_EQI_22July2013,land_EQI_22July2013,sociod_EQI_22July2013,built_EQI_22July2013,EQI_22July2013,RUCC1_air_EQI_22July2013,RUCC1_water_EQI_22July2013,RUCC1_land_EQI_22July2013,RUCC1_sociod_EQI_22July2013,RUCC1_built_EQI_22July2013,RUCC1_EQI_22July2013,RUCC2_air_EQI_22July2013,RUCC2_water_EQI_22July2013,RUCC2_land_EQI_22July2013,RUCC2_sociod_EQI_22July2013,RUCC2_built_EQI_22July2013,RUCC2_EQI_22July2013,RUCC3_air_EQI_22July2013,RUCC3_water_EQI_22July2013,RUCC3_land_EQI_22July2013,RUCC3_sociod_EQI_22July2013,RUCC3_built_EQI_22July2013,RUCC3_EQI_22July2013,RUCC4_air_EQI_22July2013,RUCC4_water_EQI_22July2013,RUCC4_land_EQI_22July2013,RUCC4_sociod_EQI_22July2013,RUCC4_built_EQI_22July2013,RUCC4_EQI_22July2013
17125,Mason County,IL,3,0.0986028,0.7834803,0.3913589,0.2018687,0.2395047,0.4548938,,,,,,,,,,,,,0.4426987,0.766614,0.3724133,0.345798,0.1426127,0.7555068,,,,,,
17127,Massac County,IL,3,0.9235742,1.079576,0.144921,-0.2190153,0.7300386,0.7468187,,,,,,,,,,,,,1.651422,1.052027,0.1895403,-0.0545655,0.2959343,0.9065492,,,,,,
17129,Menard County,IL,1,-0.2879776,1.159866,0.4915355,1.220089,-0.7157804,0.4610627,-1.743428,1.091527,0.5304475,-0.8330877,-1.144171,-0.4050577,,,,,,,,,,,,,,,,,,
17131,Mercer County,IL,1,0.1265555,1.214205,0.4345832,0.8769293,-0.6742508,0.4836409,-1.137545,1.149385,0.4604765,-0.5964602,-1.101476,-0.2845434,,,,,,,,,,,,,,,,,,
17133,Monroe County,IL,1,0.7621491,-1.373927,0.3132184,1.751854,-0.1168748,0.7239668,-0.0975957,-1.38947,0.285571,-1.393666,-0.4598463,0.0593054,,,,,,,,,,,,,,,,,,
17135,Montgomery County,IL,3,0.1886999,0.7742212,0.1186201,-0.0954519,0.6285952,0.4362779,,,,,,,,,,,,,0.5830665,0.7493349,0.170001,0.1518623,0.41241,0.6967054,,,,,,
17137,Morgan County,IL,2,0.3770759,-0.1330756,0.5329,0.2995031,0.8691795,0.6860182,,,,,,,-0.2147164,-0.2495547,0.4464982,0.3107868,0.0670313,0.4336195,,,,,,,,,,,,
17139,Moultrie County,IL,3,0.1603488,1.168099,0.4147264,0.6647574,0.3457613,0.7711022,,,,,,,,,,,,,0.5619898,1.135501,0.4722835,0.8999062,0.2755715,1.157204,,,,,,
17141,Ogle County,IL,2,0.340277,1.177777,0.6602603,1.220263,0.169778,1.052867,,,,,,,-0.575541,1.018537,0.5973982,1.389662,-0.9907159,0.8466243,,,,,,,,,,,,
17143,Peoria County,IL,1,1.340847,1.161709,0.7151011,0.6397293,0.977627,1.485699,0.8324003,1.096918,0.8013264,0.1003543,0.8766546,1.106789,,,,,,,,,,,,,,,,,,
17145,Perry County,IL,3,0.3578932,-0.3133901,-0.0136794,-0.3693463,-0.2731621,-0.1786535,,,,,,,,,,,,,0.82877,-0.3563088,0.0434218,-0.1632859,-0.6642935,-0.1719413,,,,,,
17147,Piatt County,IL,1,0.0533738,1.206206,0.8163494,1.417081,0.5308414,1.208377,-1.172753,1.136412,0.9092746,-1.209092,0.4079228,0.5116602,,,,,,,,,,,,,,,,,,
17149,Pike County,IL,3,-0.0891297,1.18996,0.3926399,-0.1221436,0.2295453,0.3382703,,,,,,,,,,,,,0.1497978,1.158238,0.4102567,0.1306012,0.057373,0.6480659,,,,,,
17151,Pope County,IL,4,0.237084,-1.530463,-0.243466,-1.044773,-2.776127,-1.682637,,,,,,,,,,,,,,,,,,,1.607391,-1.271675,-0.1434316,-0.577354,-1.98146,-1.151863
17153,Pulaski County,IL,4,0.0550944,1.002735,0.3309374,-1.238229,-0.1522121,-0.2302202,,,,,,,,,,,,,,,,,,,1.394837,1.313712,0.3846436,-1.183735,0.1123209,0.0917824
17155,Putnam County,IL,4,0.1382812,1.219066,0.8521366,0.7050878,-0.5701075,0.577019,,,,,,,,,,,,,,,,,,,1.470965,1.521192,0.8146436,1.560703,0.0798677,1.310969
17157,Randolph County,IL,3,0.0424601,1.1733,0.0620586,0.0544643,0.5259669,0.4644742,,,,,,,,,,,,,0.3741821,1.135265,0.120279,0.3632004,0.1796752,0.7666587,,,,,,
17159,Richland County,IL,3,0.3903277,0.0812244,-0.1377923,-0.0812345,0.1641668,0.1416274,,,,,,,,,,,,,0.9484421,0.0438803,-0.0822417,0.2763495,0.0572946,0.2392911,,,,,,
17161,Rock Island Count,IL,1,1.665572,1.191091,0.3911626,0.3947858,0.8113454,1.359907,1.253447,1.129324,0.404723,0.291643,0.6898097,1.023551,,,,,,,,,,,,,,,,,,
17163,St. Clair County,IL,1,1.495782,-1.52155,0.6922412,0.1474843,0.7605982,0.7624002,1.044441,-1.535915,0.7259121,0.4936544,0.5512422,0.3942746,,,,,,,,,,,,,,,,,,
17165,Saline County,IL,3,0.4010148,-0.3750935,0.1359472,-0.509725,0.6776881,0.1586874,,,,,,,,,,,,,0.9622378,-0.417572,0.2134681,-0.248738,0.2868262,0.2820894,,,,,,
17167,Sangamon County,IL,1,0.8172931,1.173488,0.6385982,1.034959,1.266941,1.540648,0.0624268,1.103543,0.6354712,-0.3776388,1.189371,1.052251,,,,,,,,,,,,,,,,,,
17169,Schuyler County,IL,3,-0.3151276,1.108197,-0.0913177,0.1979205,0.2158962,0.226932,,,,,,,,,,,,,-0.152222,1.074164,-0.0640252,0.3447738,0.3565492,0.5393494,,,,,,
17171,Scott County,IL,4,-0.5471509,0.7981847,0.3478845,0.3890654,-0.4403586,0.0446224,,,,,,,,,,,,,,,,,,,0.6958664,1.087562,0.3709165,0.7758526,0.044516,0.9032934
17173,Shelby County,IL,3,-0.0995802,1.112579,0.1054581,0.5917814,-0.3536206,0.3014279,,,,,,,,,,,,,0.1616207,1.079738,0.1282233,0.830363,-0.762595,0.5828559,,,,,,
17175,Stark County,IL,1,-0.0424353,1.128324,0.8288404,0.4959746,-1.378621,0.1161672,-1.382141,1.062581,0.8614509,-0.3068721,-1.888234,-0.6918059,,,,,,,,,,,,,,,,,,
17177,Stephenson County,IL,2,0.6958845,1.234317,0.5787369,0.7076935,0.7208159,1.168944,,,,,,,0.3661738,1.073055,0.6474078,0.7838272,-0.0435553,1.080345,,,,,,,,,,,,
17179,Tazewell County,IL,1,1.035655,1.22898,0.7403482,1.122887,0.2340554,1.313439,0.3576274,1.1619,0.8146642,-0.658121,0.0494327,0.8061916,,,,,,,,,,,,,,,,,,
17181,Union County,IL,3,0.22932,1.101158,0.0605054,-0.607439,0.2040758,0.1449873,,,,,,,,,,,,,0.639956,1.07618,0.0808904,-0.4185037,-0.1663615,0.2879819,,,,,,
17183,Vermilion County,IL,1,0.8072327,1.188955,0.8327726,-0.065296,0.166672,0.7722736,0.0163996,1.12145,0.9166293,0.6679701,-0.1078757,0.2646028,,,,,,,,,,,,,,,,,,
17185,Wabash County,IL,3,0.3267647,1.164762,0.3941143,0.0894973,-0.0708565,0.4508101,,,,,,,,,,,,,0.8217561,1.128459,0.4574662,0.3896289,-0.5904933,0.680512,,,,,,
17187,Warren County,IL,3,0.2840705,0.8288512,0.5184667,0.4691348,0.2876945,0.6834379,,,,,,,,,,,,,0.7363251,0.8146834,0.601907,0.7681069,-0.0433309,1.014483,,,,,,
17189,Washington County,IL,3,-0.0121625,-0.4021457,0.4879758,0.6590555,0.1062869,0.3474035,,,,,,,,,,,,,0.2783303,-0.4374148,0.5095043,0.9560456,-0.2320308,0.6582589,,,,,,
17191,Wayne County,IL,3,0.0548085,1.102058,0.0254108,-0.1895522,0.0778079,0.1886559,,,,,,,,,,,,,0.3948102,1.070036,0.1047758,0.0573769,-0.4716643,0.3910453,,,,,,
17193,White County,IL,3,0.2490621,-1.452066,0.249228,-0.3145333,0.1455083,-0.1836811,,,,,,,,,,,,,0.7160803,-1.602299,0.2960718,-0.1330264,-0.3631821,-0.1203192,,,,,,
17195,Whiteside County,IL,2,0.9537371,0.0551327,0.678055,0.6495578,0.625442,1.008348,,,,,,,0.7915798,-0.0346878,0.5633712,0.7228284,-0.1358469,0.9096035,,,,,,,,,,,,
17197,Will County,IL,1,1.453137,1.147927,1.541685,2.361627,0.0970225,2.0918,0.9844319,1.08536,1.570958,-1.807169,-0.1669527,1.671425,,,,,,,,,,,,,,,,,,
17199,Williamson County,IL,2,0.7763597,0.0524074,-0.3975574,-0.1898288,0.5056895,0.2811836,,,,,,,0.5341668,-0.1021833,-0.409531,-0.1889387,-0.0585526,-0.2137668,,,,,,,,,,,,
17201,Winnebago County,IL,1,1.307243,1.221943,0.5861428,0.8953948,0.8138102,1.487696,0.8624399,1.159246,0.6504913,-0.2140454,0.6430574,1.072603,,,,,,,,,,,,,,,,,,
17203,Woodford County,IL,1,0.3228466,1.221631,1.083416,1.688248,-0.881923,0.9695097,-0.7645032,1.155096,1.196564,-1.427442,-1.197937,0.2438495,,,,,,,,,,,,,,,,,,
18001,Adams County,IN,3,0.9670423,0.0621941,1.270257,0.9268816,-0.5319183,0.8644117,,,,,,,,,,,,,1.760532,0.0134125,1.285387,1.356284,-0.732322,1.103098,,,,,,
18003,Allen County,IN,1,1.364461,0.9847491,1.032133,0.9084634,0.4231378,1.450249,0.9728154,0.9251029,1.140231,-0.2277003,0.262843,1.050366,,,,,,,,,,,,,,,,,,
18005,Bartholomew Count,IN,1,0.8853105,-0.0150837,0.9468296,1.004999,0.2008866,1.02787,0.1908341,-0.0491234,1.037732,-0.4416864,-0.0281527,0.495462,,,,,,,,,,,,,,,,,,
18007,Benton County,IN,1,-0.147009,0.01861,0.862049,1.265666,-0.8603259,0.3641968,-1.460363,-0.0091344,0.9270663,-0.9580882,-1.274891,-0.4677573,,,,,,,,,,,,,,,,,,
18009,Blackford County,IN,3,0.6860842,0.8721446,0.7928739,0.5185133,-0.2616023,0.7272896,,,,,,,,,,,,,1.358266,0.840609,0.860943,0.746439,-0.4327585,0.9695548,,,,,,
18011,Boone County,IN,1,0.8009845,0.0214413,1.071723,1.780802,-0.2148223,1.186055,0.0372504,-0.0070353,1.125927,-1.354887,-0.5461365,0.5884864,,,,,,,,,,,,,,,,,,
18013,Brown County,IN,1,0.2099431,0.8464442,0.4024649,0.6819618,-0.3619979,0.4737061,-0.8855827,0.7825467,0.2007173,-0.517992,-0.4920069,-0.254712,,,,,,,,,,,,,,,,,,
18015,Carroll County,IN,1,0.4334223,0.0162575,0.7647988,0.950794,-0.6127756,0.5085838,-0.5660498,-0.0137435,0.8038517,-0.7020114,-0.8806297,-0.181916,,,,,,,,,,,,,,,,,,
18017,Cass County,IN,2,0.9399277,0.7436265,1.052266,0.8144361,0.3539773,1.201339,,,,,,,0.9176372,0.612655,0.9899899,0.9001096,-0.4266284,1.150547,,,,,,,,,,,,
18019,Clark County,IN,1,1.578907,0.8656099,1.343108,0.7025178,0.0547204,1.376379,1.203606,0.794865,1.367831,-0.1310168,-0.0904124,1.025416,,,,,,,,,,,,,,,,,,
18021,Clay County,IN,1,0.5547025,-0.0728622,0.2811064,0.5885611,-0.2043888,0.4092507,-0.3840177,-0.1039563,0.2692337,-0.2155072,-0.5048213,-0.2507224,,,,,,,,,,,,,,,,,,
18023,Clinton County,IN,3,0.8133859,0.0024495,0.8650025,0.7297419,-0.5603485,0.6008412,,,,,,,,,,,,,1.590051,-0.0444164,0.8849756,1.084996,-0.719207,0.7756013,,,,,,
18025,Crawford County,IN,4,0.081619,-0.032251,0.1541413,-0.3792011,-0.5643917,-0.2852737,,,,,,,,,,,,,,,,,,,1.367567,0.1769312,0.2173558,-0.0175052,0.0762687,0.2689476
18027,Daviess County,IN,3,0.6242192,-0.0157215,0.6082564,-0.026175,-0.0063476,0.3719031,,,,,,,,,,,,,1.276227,-0.0709694,0.6262975,0.251956,-0.1733269,0.5166132,,,,,,
18029,Dearborn County,IN,1,0.9929126,-0.0166908,0.5653853,1.606627,0.6910743,1.367694,0.2770854,-0.0582698,0.522251,-1.177215,0.4999704,0.8399478,,,,,,,,,,,,,,,,,,
18031,Decatur County,IN,3,0.5453455,0.9143038,0.6564348,0.6678329,0.4275314,0.9560494,,,,,,,,,,,,,1.147589,0.8778331,0.6830237,1.110098,0.3066731,1.312232,,,,,,
18033,De Kalb County,IN,2,0.9638504,-1.518097,1.019001,1.244826,-0.3179074,0.6964922,,,,,,,0.8172473,-1.581854,1.002956,1.4816,-1.316788,0.4549274,,,,,,,,,,,,
18035,Delaware County,IN,1,0.9331886,0.9173222,0.8197548,-0.0197947,0.5697057,0.925701,0.2862734,0.855352,0.8709041,0.7091351,0.4399873,0.4657244,,,,,,,,,,,,,,,,,,
18037,Dubois County,IN,3,0.9470479,0.0790733,0.9036768,1.181449,0.2277595,1.132429,,,,,,,,,,,,,1.707906,0.0213874,0.996603,1.788218,0.6116346,1.454483,,,,,,
18039,Elkhart County,IN,1,1.418002,0.9826382,0.8808843,0.7612832,0.2713187,1.314771,0.9909255,0.9264208,1.016316,-0.1476633,0.0685019,0.9106535,,,,,,,,,,,,,,,,,,
18041,Fayette County,IN,3,0.7019169,0.0330573,0.2021606,0.3699306,-0.2820823,0.3464569,,,,,,,,,,,,,1.415702,-0.0176754,0.2256825,0.7622638,-0.4017612,0.4383542,,,,,,
18043,Floyd County,IN,1,1.690371,-0.0670256,0.6458565,1.071753,-0.1171812,1.124961,1.369657,-0.1063839,0.6176457,-0.534848,-0.4218168,0.7135185,,,,,,,,,,,,,,,,,,
18045,Fountain County,IN,3,0.5875211,-0.0077511,0.8377067,0.5190814,-1.033247,0.2597602,,,,,,,,,,,,,1.153005,-0.0546875,0.859111,0.7142747,-1.045168,0.3783822,,,,,,
18047,Franklin County,IN,1,0.3682867,0.0020259,0.4692481,0.8797774,-0.0377623,0.5828778,-0.6910135,-0.0351194,0.5143417,-0.5947228,-0.3003981,-0.1015443,,,,,,,,,,,,,,,,,,
18049,Fulton County,IN,3,0.5057421,0.1097579,0.9779919,0.5678613,0.071917,0.7131689,,,,,,,,,,,,,1.039631,0.0720133,0.9638674,0.9202027,-0.183927,1.020374,,,,,,
18051,Gibson County,IN,1,0.556732,-0.0008325,1.266065,0.4642918,-0.0660983,0.7005585,-0.3904441,-0.0419737,1.31139,-0.0406898,-0.385453,0.1259224,,,,,,,,,,,,,,,,,,
18053,Grant County,IN,2,0.9690109,0.9555652,1.047768,0.154166,0.0280046,0.8784325,,,,,,,1.014891,0.7980542,1.004852,0.1636904,-0.9302911,0.6455393,,,,,,,,,,,,
18055,Greene County,IN,1,0.3678848,0.8759261,0.0331998,0.1477863,-0.199781,0.2858458,-0.6780937,0.8118439,-0.0450167,0.155673,-0.3935694,-0.4050223,,,,,,,,,,,,,,,,,,
18057,Hamilton County,IN,1,1.078369,0.9196024,1.161653,3.079823,0.1008734,2.088913,0.5007604,0.8592065,1.180095,-2.489174,-0.122135,1.534834,,,,,,,,,,,,,,,,,,
18059,Hancock County,IN,1,0.9549335,0.9202273,1.218172,2.048153,-0.3661462,1.496546,0.2751931,0.8573281,1.293602,-1.715089,-0.6412919,0.9291376,,,,,,,,,,,,,,,,,,
18061,Harrison County,IN,1,0.7274023,0.8240317,0.3646043,1.153737,-0.6380194,0.7197713,-0.146392,0.7562242,0.3286621,-0.9153969,-0.995034,0.0593186,,,,,,,,,,,,,,,,,,
18063,Hendricks County,IN,1,0.8874592,0.9178779,0.7012634,2.094086,-0.4969922,1.298562,0.1491704,0.8558552,0.6927112,-1.696559,-0.751959,0.6698152,,,,,,,,,,,,,,,,,,
18065,Henry County,IN,2,0.7033943,0.9098759,0.7850699,0.795146,-0.0091684,0.9360632,,,,,,,0.4325881,0.7545743,0.7230864,0.9295592,-1.028665,0.6996164,,,,,,,,,,,,
18067,Howard County,IN,1,1.00272,0.9370002,0.9565395,0.7416415,0.2096256,1.152445,0.3326205,0.8787711,0.9973741,-0.0974548,0.0503974,0.6640701,,,,,,,,,,,,,,,,,,
18069,Huntington County,IN,3,0.9364126,0.9196839,0.9645332,1.160912,-0.0887831,1.18034,,,,,,,,,,,,,1.708894,0.888246,0.9736761,1.565925,-0.1711404,1.512504,,,,,,
18071,Jackson County,IN,2,0.7382129,0.8622117,0.6932739,0.6094297,0.4919974,1.024899,,,,,,,0.5434759,0.7098957,0.6718053,0.721917,-0.101455,0.8745283,,,,,,,,,,,,
18073,Jasper County,IN,1,0.2202482,0.9410854,1.354356,0.956511,-0.6343004,0.7663243,-0.898087,0.884882,1.467246,-0.5098615,-0.9975647,0.0804587,,,,,,,,,,,,,,,,,,
18075,Jay County,IN,3,0.540797,0.9139552,1.057657,0.4639143,-0.8604584,0.5193961,,,,,,,,,,,,,1.126812,0.880199,1.081952,0.7129572,-1.255783,0.7396398,,,,,,
18077,Jefferson County,IN,3,0.7650375,0.8356379,0.6139007,0.4443423,-0.0653707,0.7411111,,,,,,,,,,,,,1.465131,0.7936604,0.7073572,0.9060782,-0.1841074,0.9598269,,,,,,
18079,Jennings County,IN,3,0.5202212,0.095558,0.261928,0.1588464,-1.175238,-0.0943995,,,,,,,,,,,,,1.12438,0.0442737,0.2930481,0.4223873,-1.091926,-0.1043617,,,,,,
18081,Johnson County,IN,1,1.062063,0.9437896,0.7233649,1.649009,-0.575946,1.171249,0.4795671,0.8819097,0.8264605,-1.102521,-0.8903471,0.5920763,,,,,,,,,,,,,,,,,,
18083,Knox County,IN,2,0.8383986,0.1715143,0.6943207,-0.3012007,0.8768789,0.7217247,,,,,,,0.7780588,0.0653323,0.5726088,-0.4286307,0.5273186,0.5074041,,,,,,,,,,,,
18085,Kosciusko County,IN,2,0.9164444,0.9676089,1.013386,0.8951042,0.3951091,1.27021,,,,,,,0.7989492,0.8137904,0.9495602,1.108697,-0.1772544,1.241173,,,,,,,,,,,,
18087,Lagrange County,IN,3,0.4882933,0.994074,0.9369699,0.5662858,-0.6538498,0.5968888,,,,,,,,,,,,,1.051209,0.9763195,0.9233364,0.8831322,-0.8407384,0.8524963,,,,,,
18089,Lake County,IN,1,1.603292,0.9060241,1.682382,0.3209723,0.4998941,1.502785,1.253235,0.8500279,1.669251,0.4453813,0.3180066,1.225447,,,,,,,,,,,,,,,,,,
18091,La Porte County,IN,1,1.105564,0.8853976,1.306151,0.7282832,0.6898806,1.445656,0.4915438,0.8295446,1.428835,-0.1782201,0.4860178,1.035423,,,,,,,,,,,,,,,,,,
18093,Lawrence County,IN,2,0.7513429,0.8506893,0.4342708,0.2572805,0.1041164,0.6791235,,,,,,,0.5897911,0.6982145,0.4212119,0.3647037,-0.8688231,0.3274907,,,,,,,,,,,,
18095,Madison County,IN,1,1.135184,0.9363812,1.157026,0.7190885,0.0037798,1.170848,0.5322693,0.8745904,1.266172,-0.2249396,-0.2349935,0.7114123,,,,,,,,,,,,,,,,,,
18097,Marion County,IN,1,1.513139,0.9741551,0.6383291,0.4395096,0.6491868,1.293015,1.151758,0.9113951,0.6440294,0.4359288,0.4927811,0.9284128,,,,,,,,,,,,,,,,,,
18099,Marshall County,IN,3,0.8389369,0.9638506,1.19431,0.9027244,0.6226877,1.378592,,,,,,,,,,,,,1.566646,0.9376733,1.246962,1.343837,0.5174537,1.820779,,,,,,
18101,Martin County,IN,3,0.1177573,-0.0481698,0.0264473,-0.0397938,-0.5761126,-0.1854606,,,,,,,,,,,,,0.4720089,-0.0981548,0.1177008,0.1713195,-0.4179333,-0.1186603,,,,,,
18103,Miami County,IN,3,0.759216,0.939716,0.8259149,0.7177669,-0.2235267,0.8648719,,,,,,,,,,,,,1.468812,0.9082695,0.8546796,1.040627,-0.6749574,1.133628,,,,,,
18105,Monroe County,IN,1,1.020132,0.0362239,0.4169002,0.2371469,0.8421748,0.8760749,0.3908545,0.000905,0.3366086,0.7235397,0.7511346,0.405757,,,,,,,,,,,,,,,,,,
18107,Montgomery County,IN,3,0.8104628,0.8863204,0.5716916,0.918884,0.1262987,1.006249,,,,,,,,,,,,,1.547709,0.8554348,0.5877759,1.419071,-0.2217076,1.299119,,,,,,
18109,Morgan County,IN,1,0.983209,0.9263139,0.3010972,1.246535,-0.69102,0.8267719,0.2944037,0.8648757,0.2636651,-0.8743234,-1.012701,0.2085821,,,,,,,,,,,,,,,,,,
18111,Newton County,IN,1,-0.0174624,0.0234682,1.187364,0.9018707,-0.8124443,0.3789701,-1.273344,-0.0060289,1.286687,-0.6311271,-1.209036,-0.3859221,,,,,,,,,,,,,,,,,,
18113,Noble County,IN,3,0.931714,0.9454662,0.7471374,0.8588804,0.006167,1.041817,,,,,,,,,,,,,1.705242,0.9199392,0.752562,1.252316,-0.3315168,1.319783,,,,,,
18115,Ohio County,IN,1,0.9555787,-0.0979961,1.00576,0.8304409,-1.599633,0.3312347,0.2089515,-0.137215,0.9090882,-0.4288578,-1.992305,-0.2958813,,,,,,,,,,,,,,,,,,
18117,Orange County,IN,3,0.1555818,0.8404833,0.459954,-0.052807,-0.3238572,0.2020213,,,,,,,,,,,,,0.5815413,0.8044466,0.5625572,0.1986596,-0.217199,0.4008029,,,,,,
18119,Owen County,IN,1,0.1381347,-0.0480283,0.0680603,0.192356,-1.435041,-0.3903231,-1.031102,-0.0798861,-0.0456201,0.0775746,-1.901249,-1.218026,,,,,,,,,,,,,,,,,,
18121,Parke County,IN,3,0.3165558,0.9099893,-0.0886776,0.3292466,-0.4330684,0.2250156,,,,,,,,,,,,,0.7356172,0.880628,-0.0539862,0.58542,-0.9361607,0.3585477,,,,,,
18123,Perry County,IN,3,0.9333469,0.8183505,-0.1159959,0.2229054,0.1153074,0.5741626,,,,,,,,,,,,,1.689818,0.7816715,-0.0194308,0.5529965,-0.1799396,0.6580433,,,,,,
18125,Pike County,IN,3,0.3365653,0.0855258,0.9663625,0.1441381,-1.339668,-0.0295799,,,,,,,,,,,,,0.7557121,0.0313225,1.105769,0.2549382,-1.557728,0.0650917,,,,,,
18127,Porter County,IN,1,1.163691,0.859337,1.265834,1.635106,0.2999063,1.655328,0.5572106,0.8048408,1.313923,-1.059201,0.1091078,1.193777,,,,,,,,,,,,,,,,,,
18129,Posey County,IN,1,1.053469,0.0765197,0.7006091,0.9852801,-0.9976218,0.5914868,0.42472,0.0312792,0.7133601,-0.6433336,-1.341689,-0.0016024,,,,,,,,,,,,,,,,,,
18131,Pulaski County,IN,3,0.0275056,0.9308985,1.183831,0.429812,0.0162141,0.6845874,,,,,,,,,,,,,0.3464741,0.9044611,1.198188,0.6779625,0.157657,1.115268,,,,,,
18133,Putnam County,IN,1,0.4503947,0.9154651,0.2562126,0.8280398,-0.2278426,0.6345701,-0.5484824,0.8546247,0.2812262,-0.459334,-0.4142458,-0.0505879,,,,,,,,,,,,,,,,,,
18135,Randolph County,IN,3,0.3298659,0.9183916,0.9006082,0.4143798,-0.2382653,0.6103124,,,,,,,,,,,,,0.8240231,0.8866162,0.9174882,0.6174145,-0.2914942,0.9171059,,,,,,
18137,Ripley County,IN,3,0.5247844,0.13661,0.4595433,0.9474361,0.2071461,0.7750494,,,,,,,,,,,,,1.089985,0.0859139,0.535057,1.308546,0.291099,1.07322,,,,,,
18139,Rush County,IN,3,0.3344646,-0.0684981,0.566959,0.7984318,-0.4999523,0.3857312,,,,,,,,,,,,,0.8359909,-0.1164725,0.6122644,1.031706,-0.6857295,0.608242,,,,,,
18141,St. Joseph County,IN,1,1.310708,-1.519685,1.043519,0.5827333,0.7099701,0.9443696,0.873123,-1.520513,1.130138,0.0738954,0.5876291,0.5432214,,,,,,,,,,,,,,,,,,
18143,Scott County,IN,3,0.6707146,-0.0981422,1.250317,0.0124537,-0.6528781,0.3310687,,,,,,,,,,,,,1.350925,-0.1551546,1.344931,0.2481533,-0.493118,0.4751214,,,,,,
18145,Shelby County,IN,1,0.9553958,0.9327472,0.8802284,1.134384,-0.3702705,1.053344,0.290162,0.8697531,0.9747443,-0.6663544,-0.567387,0.496361,,,,,,,,,,,,,,,,,,
18147,Spencer County,IN,4,0.6505159,-0.0482551,0.3685881,0.8044059,-0.8919748,0.3041683,,,,,,,,,,,,,,,,,,,2.049393,0.1598644,0.4041158,1.364539,-0.1475774,0.9431605
18149,Starke County,IN,3,0.3252286,0.897288,1.376222,0.0912617,-0.9520587,0.3537169,,,,,,,,,,,,,0.8114268,0.8731071,1.430878,0.2893929,-0.8529357,0.5934974,,,,,,
18151,Steuben County,IN,3,0.5520375,0.9036043,0.8156061,0.9619919,0.6226534,1.184407,,,,,,,,,,,,,1.152916,0.8773456,0.8761983,1.618729,0.4175412,1.623753,,,,,,
18153,Sullivan County,IN,1,0.1765969,0.2015268,0.3782809,0.2047335,-0.481115,0.1081672,-1.006501,0.1600698,0.4179541,0.202638,-0.7414041,-0.6244266,,,,,,,,,,,,,,,,,,
18155,Switzerland Count,IN,4,0.6909879,-0.0415598,0.8698104,-0.2180292,-2.792204,-0.6239498,,,,,,,,,,,,,,,,,,,2.12655,0.1702021,1.322939,0.2088704,-1.533154,-0.0564981
18157,Tippecanoe County,IN,1,1.427008,0.9543017,0.7680981,0.3443235,0.3579533,1.15296,1.050423,0.8958595,0.8661662,0.6616322,0.1879034,0.7639431,,,,,,,,,,,,,,,,,,
18159,Tipton County,IN,1,0.1688435,0.0055414,1.038289,1.403657,-0.3509009,0.759244,-0.9824225,-0.0246713,1.102114,-1.163363,-0.6893772,0.0336461,,,,,,,,,,,,,,,,,,
18161,Union County,IN,4,0.0515941,-0.0316763,0.4332063,0.6651667,-1.059648,0.0020005,,,,,,,,,,,,,,,,,,,1.385385,0.1780583,0.4215116,0.9332493,-0.2775355,0.8213944
18163,Vanderburgh Count,IN,1,1.496347,0.8908636,1.110978,0.2628299,0.6433294,1.333376,1.138189,0.8190427,1.100466,0.4776416,0.4868881,1.004649,,,,,,,,,,,,,,,,,,
18165,Vermillion County,IN,1,0.5621455,0.893436,0.2477953,0.3311898,-0.970778,0.2064051,-0.3774961,0.8340865,0.2199515,0.0211932,-1.317232,-0.4868346,,,,,,,,,,,,,,,,,,
18167,Vigo County,IN,1,1.292798,0.8948085,0.3860474,-0.0941174,0.8167772,0.987531,0.7503964,0.8325082,0.3961197,0.7865894,0.6986612,0.5899454,,,,,,,,,,,,,,,,,,
18169,Wabash County,IN,3,0.9429302,0.9054576,0.7449054,0.9241958,-0.2133868,0.9827381,,,,,,,,,,,,,1.686884,0.8720168,0.7630923,1.344356,-0.3046471,1.236242,,,,,,
18171,Warren County,IN,4,0.0758129,-0.0109712,0.7004714,1.184246,-2.320795,-0.1712305,,,,,,,,,,,,,,,,,,,1.385076,0.1886172,0.6689973,1.623471,-1.350607,0.8216507
18173,Warrick County,IN,1,1.0503,0.9124317,0.8163843,1.697245,-0.8182197,1.1175,0.3978566,0.842175,0.7755263,-1.390461,-1.245192,0.5243764,,,,,,,,,,,,,,,,,,
18175,Washington County,IN,1,0.6801966,0.8462923,0.7850401,0.2744955,0.0702447,0.7454633,-0.190944,0.7764218,0.7689793,-0.0482757,-0.1888882,0.1857716,,,,,,,,,,,,,,,,,,
18177,Wayne County,IN,2,0.7411968,0.9532726,0.7886135,0.199612,0.5732273,0.9421349,,,,,,,0.5252004,0.7986094,0.7181844,0.1549915,-0.2277875,0.7630725,,,,,,,,,,,,
18179,Wells County,IN,1,0.8062944,-0.0236447,1.04253,1.3133,-0.9649128,0.7192864,0.0678387,-0.05615,1.145252,-1.003188,-1.220441,0.0883381,,,,,,,,,,,,,,,,,,
18181,White County,IN,3,0.457626,0.8854756,0.74103,0.6047854,0.0416985,0.7790639,,,,,,,,,,,,,0.9980755,0.858685,0.7568494,1.034274,0.3252777,1.101634,,,,,,
